SOA Code,SOA Name,HSCT,AA1998,AA2008,LGD1992NAME,WARD1992(1),WARD1992(2),URBAN_RURAL(2015),Number SAs,SQ Km
95JJ19S2,Strand 2 (Coleraine LGD),Northern HSCT,EAST LONDONDERRY,EAST LONDONDERRY,COLERAINE,STRAND (COLERAINE),,Urban,2,0.46
95JJ20S1,The Cuts 1,Northern HSCT,EAST LONDONDERRY,EAST LONDONDERRY,COLERAINE,THE CUTS,,Mixed urban/rural,4,3.7
95JJ20S2,The Cuts 2,Northern HSCT,EAST LONDONDERRY,EAST LONDONDERRY,COLERAINE,THE CUTS,,Urban,5,0.9
95JJ21W1,University,Northern HSCT,EAST LONDONDERRY,EAST LONDONDERRY,COLERAINE,UNIVERSITY,,Urban,5,2.34
95JJ22W1,Waterside,Northern HSCT,EAST LONDONDERRY,EAST LONDONDERRY,COLERAINE,Waterside,,Urban,7,2.38
95KK01W1,Ardboe,Northern HSCT,MID ULSTER,MID ULSTER,COOKSTOWN,ARDBOE,,Rural,4,61.57
95KK02W1,Coagh,Northern HSCT,MID ULSTER,MID ULSTER,COOKSTOWN,COAGH,,Rural,4,28.96
95KK03W1,Dunnamore,Northern HSCT,MID ULSTER,MID ULSTER,COOKSTOWN,DUNNAMORE,,Rural,5,98.17
95KK04W1,Gortalowry,Northern HSCT,MID ULSTER,MID ULSTER,COOKSTOWN,GORTALOWRY,,Urban,6,1.85
95KK05W1,Killycolpy,Northern HSCT,MID ULSTER,MID ULSTER,COOKSTOWN,KILLYCOLPY,,Rural,5,94.97
95KK06W1,Killymoon,Northern HSCT,MID ULSTER,MID ULSTER,COOKSTOWN,KILLYMOON,,Urban,6,1.9
95KK07W1,Lissan,Northern HSCT,MID ULSTER,MID ULSTER,COOKSTOWN,LISSAN,,Rural,5,73.03
95KK08W1,Moneymore,Northern HSCT,MID ULSTER,MID ULSTER,COOKSTOWN,MONEYMORE,,Rural,3,21.97
95KK09W1,Newbuildings,Northern HSCT,MID ULSTER,MID ULSTER,COOKSTOWN,NEWBUILDINGS,,Urban,3,2.13
95KK10W1,Oaklands,Northern HSCT,MID ULSTER,MID ULSTER,COOKSTOWN,OAKLANDS,,Rural,5,52.91
95KK11W1,Oldtown,Northern HSCT,MID ULSTER,MID ULSTER,COOKSTOWN,OLDTOWN,,Urban,7,0.82
95KK12W1,Pomeroy,Northern HSCT,MID ULSTER,MID ULSTER,COOKSTOWN,POMEROY,,Rural,5,39.06
95KK13W1,Sandholes,Northern HSCT,MID ULSTER,MID ULSTER,COOKSTOWN,SANDHOLES,,Rural,5,40.21
95KK14W1,Stewartstown,Northern HSCT,MID ULSTER,MID ULSTER,COOKSTOWN,STEWARTSTOWN,,Rural,5,43.02
95KK15W1,The Loop,Northern HSCT,MID ULSTER,MID ULSTER,COOKSTOWN,THE LOOP,,Rural,6,60.78
95KK16W1,Tullagh,Northern HSCT,MID ULSTER,MID ULSTER,COOKSTOWN,TULLAGH,,Urban,6,1.08
95LL01S1,Aghagallon 1,Southern HSCT,UPPER BANN,UPPER BANN,CRAIGAVON,AGHAGALLON,,Rural,5,26.2
95LL01S2,Aghagallon 2,Southern HSCT,UPPER BANN,UPPER BANN,CRAIGAVON,AGHAGALLON,,Mixed urban/rural,4,73.8
95LL02S1,Annagh 1,Southern HSCT,UPPER BANN,UPPER BANN,CRAIGAVON,ANNAGH,,Mixed urban/rural,4,8.8
95LL02S2,Annagh 2,Southern HSCT,UPPER BANN,UPPER BANN,CRAIGAVON,ANNAGH,,Urban,5,0.64
95LL03W1,Ballybay,Southern HSCT,UPPER BANN,UPPER BANN,CRAIGAVON,BALLYBAY,,Mixed urban/rural,8,6.51
95LL04W1,Ballyoran,Southern HSCT,UPPER BANN,UPPER BANN,CRAIGAVON,BALLYORAN,,Mixed urban/rural,7,9.9
95LL05S1,Bleary 1,Southern HSCT,UPPER BANN,UPPER BANN,CRAIGAVON,BLEARY,,Mixed urban/rural,3,9.66
95LL05S2,Bleary 2,Southern HSCT,UPPER BANN,UPPER BANN,CRAIGAVON,BLEARY,,Rural,5,7.74
95LL06S1,Brownstown 1,Southern HSCT,UPPER BANN,UPPER BANN,CRAIGAVON,BROWNSTOWN,,Mixed urban/rural,4,6.79
95LL06S2,Brownstown 2,Southern HSCT,UPPER BANN,UPPER BANN,CRAIGAVON,BROWNSTOWN,,Urban,6,0.57
95LL07W1,Church,Southern HSCT,UPPER BANN,UPPER BANN,CRAIGAVON,CHURCH,,Urban,8,0.55
95LL08S1,Corcrain 1,Southern HSCT,UPPER BANN,UPPER BANN,CRAIGAVON,CORCRAIN,,Urban,3,0.36
95LL08S2,Corcrain 2,Southern HSCT,UPPER BANN,UPPER BANN,CRAIGAVON,CORCRAIN,,Urban,4,0.72
95LL09S1,Court 1,Southern HSCT,UPPER BANN,UPPER BANN,CRAIGAVON,COURT,,Urban,4,0.45
95LL09S2,Court 2,Southern HSCT,UPPER BANN,UPPER BANN,CRAIGAVON,COURT,,Urban,6,0.81
95LL10S1,Derrytrasna 1,Southern HSCT,UPPER BANN,UPPER BANN,CRAIGAVON,DERRYTRASNA,,Mixed urban/rural,6,8.18
95LL10S2,Derrytrasna 2,Southern HSCT,UPPER BANN,UPPER BANN,CRAIGAVON,DERRYTRASNA,,Rural,4,63.58
95LL11S1,Donaghcloney 1,Southern HSCT,UPPER BANN,UPPER BANN,CRAIGAVON,DONAGHCLONEY,,Rural,4,11.8
95LL11S2,Donaghcloney 2,Southern HSCT,UPPER BANN,UPPER BANN,CRAIGAVON,DONAGHCLONEY,,Rural,4,21.62
95LL12S1,Drumgask 1,Southern HSCT,UPPER BANN,UPPER BANN,CRAIGAVON,DRUMGASK,,Urban,5,2.4
95LL12S2,Drumgask 2,Southern HSCT,UPPER BANN,UPPER BANN,CRAIGAVON,DRUMGASK,,Urban,4,0.49
95LL13S1,Drumgor 1,Southern HSCT,UPPER BANN,UPPER BANN,CRAIGAVON,DRUMGOR,,Urban,4,2.22
95LL13S2,Drumgor 2,Southern HSCT,UPPER BANN,UPPER BANN,CRAIGAVON,DRUMGOR,,Urban,4,0.78
95LL14S1,Drumnamoe 1,Southern HSCT,UPPER BANN,UPPER BANN,CRAIGAVON,DRUMNAMOE,,Urban,4,0.18
95LL14S2,Drumnamoe 2,Southern HSCT,UPPER BANN,UPPER BANN,CRAIGAVON,DRUMNAMOE,,Urban,4,0.24
95LL15S1,Edenderry 1,Southern HSCT,UPPER BANN,UPPER BANN,CRAIGAVON,EDENDERRY (CRAIGAVON),,Urban,4,1.24
95LL15S2,Edenderry 2,Southern HSCT,UPPER BANN,UPPER BANN,CRAIGAVON,EDENDERRY (CRAIGAVON),,Urban,5,0.48
95LL16S1,Kernan 1,Southern HSCT,UPPER BANN,UPPER BANN,CRAIGAVON,KERNAN,,Urban,5,7.14
95LL16S2,Kernan 2,Southern HSCT,UPPER BANN,UPPER BANN,CRAIGAVON,KERNAN,,Urban,5,9.92
95LL17W1,Killycomain,Southern HSCT,UPPER BANN,UPPER BANN,CRAIGAVON,KILLYCOMAIN,,Urban,9,0.91
95LL18S1,Knocknashane 1,Southern HSCT,UPPER BANN,UPPER BANN,CRAIGAVON,KNOCKNASHANE,,Urban,5,0.88
95LL18S2,Knocknashane 2,Southern HSCT,UPPER BANN,UPPER BANN,CRAIGAVON,KNOCKNASHANE,,Urban,4,1.14
95LL19S1,Magheralin 1,Southern HSCT,UPPER BANN,UPPER BANN,CRAIGAVON,MAGHERALIN,,Mixed urban/rural,4,2.61
95LL19S2,Magheralin 2,Southern HSCT,UPPER BANN,UPPER BANN,CRAIGAVON,MAGHERALIN,,Rural,6,15.25
95LL20W1,Mourneview,Southern HSCT,UPPER BANN,UPPER BANN,CRAIGAVON,MOURNEVIEW,,Urban,8,0.75
95LL21W1,Parklake,Southern HSCT,UPPER BANN,UPPER BANN,CRAIGAVON,PARKLAKE,,Urban,9,2.76
95LL22W1,Taghnevan,Southern HSCT,UPPER BANN,UPPER BANN,CRAIGAVON,TAGHNEVAN,,Urban,7,1.1
95LL23W1,Tavanagh,Southern HSCT,UPPER BANN,UPPER BANN,CRAIGAVON,TAVANAGH,,Urban,8,0.53
95LL24S1,The Birches 1,Southern HSCT,UPPER BANN,UPPER BANN,CRAIGAVON,THE BIRCHES,,Rural,4,29.89
95LL24S2,The Birches 2,Southern HSCT,UPPER BANN,UPPER BANN,CRAIGAVON,THE BIRCHES,,Rural,4,25.66
95LL25S1,Waringstown 1,Southern HSCT,UPPER BANN,UPPER BANN,CRAIGAVON,WARINGSTOWN,,Rural,5,10.6
95LL25S2,Waringstown 2,Southern HSCT,UPPER BANN,UPPER BANN,CRAIGAVON,WARINGSTOWN,,Rural,5,1.14
95LL26S1,Woodville 1,Southern HSCT,UPPER BANN,UPPER BANN,CRAIGAVON,WOODVILLE,,Urban,5,0.41
95LL26S2,Woodville 2,Southern HSCT,UPPER BANN,UPPER BANN,CRAIGAVON,WOODVILLE,,Urban,5,0.99
95MM01S1,Altnagelvin 1,Western HSCT,FOYLE,FOYLE,DERRY,ALTNAGELVIN,,Urban,5,0.85
95MM01S2,Altnagelvin 2,Western HSCT,FOYLE,FOYLE,DERRY,ALTNAGELVIN,,Urban,2,1
95MM01S3,Altnagelvin 3,Western HSCT,FOYLE,FOYLE,DERRY,ALTNAGELVIN,,Urban,3,1.3
95MM02S1,Ballynashallog 1,Western HSCT,FOYLE,FOYLE,DERRY,BALLYNASHALLOG,,Urban,5,1.16
95MM02S2,Ballynashallog 2,Western HSCT,FOYLE,FOYLE,DERRY,BALLYNASHALLOG,,Urban,5,1.56
95MM03W1,Banagher,Western HSCT,FOYLE,EAST LONDONDERRY,DERRY,BANAGHER,,Rural,7,121.13
95MM04W1,Beechwood,Western HSCT,FOYLE,FOYLE,DERRY,BEECHWOOD,,Urban,7,0.42
95MM05W1,Brandywell,Western HSCT,FOYLE,FOYLE,DERRY,BRANDYWELL,,Urban,6,0.66
95MM06S1,Carn Hill 1,Western HSCT,FOYLE,FOYLE,DERRY,CARN HILL,,Urban,4,0.58
95MM06S2,Carn Hill 2,Western HSCT,FOYLE,FOYLE,DERRY,CARN HILL,,Urban,4,0.34
95MM07W1,Caw,Western HSCT,FOYLE,FOYLE,DERRY,CAW,,Urban,7,1.24
95MM08S1,Clondermot 1,Western HSCT,FOYLE,FOYLE,DERRY,CLONDERMOT,,Urban,3,0.4
95MM08S2,Clondermot 2,Western HSCT,FOYLE,FOYLE,DERRY,CLONDERMOT,,Urban,4,0.79
95MM09S1,Claudy 1,Western HSCT,FOYLE,EAST LONDONDERRY,DERRY,CLAUDY,,Rural,3,6.9
95MM09S2,Claudy 2,Western HSCT,FOYLE,EAST LONDONDERRY,DERRY,CLAUDY,,Rural,4,75.68
95MM10S1,Creggan Central 1,Western HSCT,FOYLE,FOYLE,DERRY,CREGGAN CENTRAL,,Urban,3,0.49
95MM10S2,Creggan Central 2,Western HSCT,FOYLE,FOYLE,DERRY,CREGGAN CENTRAL,,Urban,3,0.45
95MM11W1,Creggan South,Western HSCT,FOYLE,FOYLE,DERRY,CREGGAN SOUTH,,Urban,6,0.77
95MM12S1,Crevagh 1,Western HSCT,FOYLE,FOYLE,DERRY,CREVAGH,,Mixed urban/rural,4,25.37
95MM12S2,Crevagh 2,Western HSCT,FOYLE,FOYLE,DERRY,CREVAGH,,Urban,4,0.39
95MM12S3,Crevagh 3,Western HSCT,FOYLE,FOYLE,DERRY,CREVAGH,,Urban,4,0.4
95MM13S1,Culmore 1,Western HSCT,FOYLE,FOYLE,DERRY,CULMORE,,Rural,2,3.27
95MM13S2,Culmore 2,Western HSCT,FOYLE,FOYLE,DERRY,CULMORE,,Urban,4,0.37
95MM13S3,Culmore 3,Western HSCT,FOYLE,FOYLE,DERRY,CULMORE,,Urban,3,0.42
95MM13S4,Culmore 4,Western HSCT,FOYLE,FOYLE,DERRY,CULMORE,,Urban,3,4.2
95MM13S5,Culmore 5,Western HSCT,FOYLE,FOYLE,DERRY,CULMORE,,Rural,2,1.64
95MM14S1,Ebrington 1,Western HSCT,FOYLE,FOYLE,DERRY,EBRINGTON,,Urban,3,1.05
95MM14S2,Ebrington 2,Western HSCT,FOYLE,FOYLE,DERRY,EBRINGTON,,Urban,6,0.49
95MM15S1,Eglinton 1,Western HSCT,FOYLE,FOYLE,DERRY,EGLINTON,,Rural,4,22.08
95MM15S2,Eglinton 2,Western HSCT,FOYLE,FOYLE,DERRY,EGLINTON,,Rural,5,7.08
95MM16S1,Enagh 1 (Derry LGD),Western HSCT,FOYLE,FOYLE,DERRY,ENAGH (DERRY),,Rural,4,4.77
95MM16S2,Enagh 2 (Derry LGD),Western HSCT,FOYLE,FOYLE,DERRY,ENAGH (DERRY),,Mixed urban/rural,3,26.36
95MM17S1,Foyle Springs 1,Western HSCT,FOYLE,FOYLE,DERRY,FOYLE SPRINGS,,Urban,5,0.43
95MM17S2,Foyle Springs 2,Western HSCT,FOYLE,FOYLE,DERRY,FOYLE SPRINGS,,Urban,3,0.49
95MM18S1,Holly Mount 1,Western HSCT,FOYLE,FOYLE,DERRY,HOLLY MOUNT,,Rural,2,37.32
95MM18S2,Holly Mount 2,Western HSCT,FOYLE,FOYLE,DERRY,HOLLY MOUNT,,Mixed urban/rural,3,15.19
95MM19S1,Kilfennan 1,Western HSCT,FOYLE,FOYLE,DERRY,KILFENNAN,,Urban,2,0.39
95MM19S2,Kilfennan 2,Western HSCT,FOYLE,FOYLE,DERRY,KILFENNAN,,Urban,4,0.44
95MM20S1,Lisnagelvin 1,Western HSCT,FOYLE,FOYLE,DERRY,LISNAGELVIN,,Urban,2,0.34
95MM20S2,Lisnagelvin 2,Western HSCT,FOYLE,FOYLE,DERRY,LISNAGELVIN,,Urban,6,0.45
95MM21S1,New Buildings 1,Western HSCT,FOYLE,FOYLE,DERRY,NEW BUILDINGS,,Rural,5,1.03
95MM21S2,New Buildings 2,Western HSCT,FOYLE,FOYLE,DERRY,NEW BUILDINGS,,Mixed urban/rural,5,4.22
95MM22S1,Pennyburn 1,Western HSCT,FOYLE,FOYLE,DERRY,PENNYBURN,,Urban,4,1.12
95MM22S2,Pennyburn 2,Western HSCT,FOYLE,FOYLE,DERRY,PENNYBURN,,Urban,4,1.03
95MM23W1,Rosemount,Western HSCT,FOYLE,FOYLE,DERRY,ROSEMOUNT,,Urban,6,0.42
95MM24W1,Shantallow East,Western HSCT,FOYLE,FOYLE,DERRY,SHANTALLOW EAST,,Urban,4,0.42
95MM25S1,Shantallow West 1,Western HSCT,FOYLE,FOYLE,DERRY,SHANTALLOW WEST,,Urban,4,0.25
95MM25S2,Shantallow West 2,Western HSCT,FOYLE,FOYLE,DERRY,SHANTALLOW WEST,,Urban,3,0.29
95MM25S3,Shantallow West 3,Western HSCT,FOYLE,FOYLE,DERRY,SHANTALLOW WEST,,Urban,1,4.44
95MM25S4,Shantallow West 4,Western HSCT,FOYLE,FOYLE,DERRY,SHANTALLOW WEST,,Urban,3,0.86
95MM26S1,Springtown 1,Western HSCT,FOYLE,FOYLE,DERRY,SPRINGTOWN,,Urban,5,0.37
95MM26S2,Springtown 2,Western HSCT,FOYLE,FOYLE,DERRY,SPRINGTOWN,,Urban,4,0.74
95MM27S1,Strand 1 (Derry LGD),Western HSCT,FOYLE,FOYLE,DERRY,STRAND (DERRY),,Urban,5,0.65
95MM27S2,Strand 2 (Derry LGD),Western HSCT,FOYLE,FOYLE,DERRY,STRAND (DERRY),,Urban,5,0.54
95MM28W1,The Diamond,Western HSCT,FOYLE,FOYLE,DERRY,THE DIAMOND,,Urban,6,0.83
95MM29W1,Victoria (Derry LGD),Western HSCT,FOYLE,FOYLE,DERRY,VICTORIA (DERRY),,Urban,8,1.12
95MM30W1,Westland,Western HSCT,FOYLE,FOYLE,DERRY,WESTLAND,,Urban,5,0.31
95NN01S1,Ardglass 1,South Eastern HSCT,SOUTH DOWN,SOUTH DOWN,DOWN,ARDGLASS,,Rural,4,3.32
95NN01S2,Ardglass 2,South Eastern HSCT,SOUTH DOWN,SOUTH DOWN,DOWN,ARDGLASS,,Rural,4,31.48
95NN02W1,Audley's Acre,South Eastern HSCT,SOUTH DOWN,SOUTH DOWN,DOWN,AUDLEYS ACRE,,Urban,6,1.83
95NN03S1,Ballymaglave 1,South Eastern HSCT,SOUTH DOWN,STRANGFORD,DOWN,BALLYMAGLAVE,,Urban,3,1.1
95NN03S2,Ballymaglave 2,South Eastern HSCT,SOUTH DOWN,STRANGFORD,DOWN,BALLYMAGLAVE,,Urban,4,4.08
95NN04W1,Ballymote,South Eastern HSCT,SOUTH DOWN,SOUTH DOWN,DOWN,BALLYMOTE,,Urban,7,3.59
95NN05W1,Ballynahinch East,South Eastern HSCT,SOUTH DOWN,STRANGFORD,DOWN,BALLYNAHINCH EAST,,Urban,7,2.08
95NN06S1,Castlewellan 1,South Eastern HSCT,SOUTH DOWN,SOUTH DOWN,DOWN,CASTLEWELLAN,,Rural,2,0.48
95NN06S2,Castlewellan 2,South Eastern HSCT,SOUTH DOWN,SOUTH DOWN,DOWN,CASTLEWELLAN,,Rural,2,22.54
95NN07S1,Cathedral 1,South Eastern HSCT,SOUTH DOWN,SOUTH DOWN,DOWN,CATHEDRAL,,Urban,2,0.46
95NN07S2,Cathedral 2,South Eastern HSCT,SOUTH DOWN,SOUTH DOWN,DOWN,CATHEDRAL,,Urban,2,5.14
95NN08S1,Crossgar 1,South Eastern HSCT,SOUTH DOWN,SOUTH DOWN,DOWN,CROSSGAR,,Rural,3,15.22
95NN08S2,Crossgar 2,South Eastern HSCT,SOUTH DOWN,SOUTH DOWN,DOWN,CROSSGAR,,Rural,4,16.71
95NN09S1,Derryboy 1,South Eastern HSCT,STRANGFORD,STRANGFORD,DOWN,DERRYBOY,,Rural,4,26.47
95NN09S2,Derryboy 2,South Eastern HSCT,STRANGFORD,STRANGFORD,DOWN,DERRYBOY,,Rural,4,30
95NN10S1,Donard 1,South Eastern HSCT,SOUTH DOWN,SOUTH DOWN,DOWN,DONARD,,Urban,5,9.37
95NN10S2,Donard 2,South Eastern HSCT,SOUTH DOWN,SOUTH DOWN,DOWN,DONARD,,Urban,4,0.64
95NN11S1,Drumaness 1,South Eastern HSCT,SOUTH DOWN,SOUTH DOWN,DOWN,DRUMANESS,,Rural,4,7.19
95NN11S2,Drumaness 2,South Eastern HSCT,SOUTH DOWN,SOUTH DOWN,DOWN,DRUMANESS,,Rural,4,28.1
95NN12W1,Dundrum,South Eastern HSCT,SOUTH DOWN,SOUTH DOWN,DOWN,DUNDRUM,,Rural,6,24.13
95NN13W1,Dunmore,South Eastern HSCT,SOUTH DOWN,SOUTH DOWN,DOWN,DUNMORE,,Mixed urban/rural,7,45.8
95NN14S1,Killough 1,South Eastern HSCT,SOUTH DOWN,SOUTH DOWN,DOWN,KILLOUGH,,Rural,5,30.88
95NN14S2,Killough 2,South Eastern HSCT,SOUTH DOWN,SOUTH DOWN,DOWN,KILLOUGH,,Rural,2,27.74
95NN15W1,Killyleagh,South Eastern HSCT,STRANGFORD,STRANGFORD,DOWN,KILLYLEAGH,,Rural,7,5.4
95NN16S1,Kilmore 1,South Eastern HSCT,SOUTH DOWN,STRANGFORD,DOWN,KILMORE,,Rural,4,30.19
95NN16S2,Kilmore 2,South Eastern HSCT,SOUTH DOWN,STRANGFORD,DOWN,KILMORE,,Rural,4,30.21
95NN17W1,Murlough,South Eastern HSCT,SOUTH DOWN,SOUTH DOWN,DOWN,MURLOUGH,,Mixed urban/rural,7,12.12
95NN18S1,Quoile 1,South Eastern HSCT,SOUTH DOWN,SOUTH DOWN,DOWN,QUOILE,,Urban,4,6.83
95NN18S2,Quoile 2,South Eastern HSCT,SOUTH DOWN,SOUTH DOWN,DOWN,QUOILE,,Urban,3,5.66
95NN19S1,Saintfield 1,South Eastern HSCT,STRANGFORD,STRANGFORD,DOWN,SAINTFIELD,,Rural,5,0.52
95NN19S2,Saintfield 2,South Eastern HSCT,STRANGFORD,STRANGFORD,DOWN,SAINTFIELD,,Rural,3,13.43
95NN20W1,Seaforde,South Eastern HSCT,SOUTH DOWN,SOUTH DOWN,DOWN,SEAFORDE,,Rural,7,73.26
95NN21W1,Shimna,South Eastern HSCT,SOUTH DOWN,SOUTH DOWN,DOWN,SHIMNA,,Urban,8,1.34
95NN22W1,Strangford,South Eastern HSCT,SOUTH DOWN,SOUTH DOWN,DOWN,STRANGFORD,,Rural,6,60.25
95NN23S1,Tollymore 1,South Eastern HSCT,SOUTH DOWN,SOUTH DOWN,DOWN,TOLLYMORE,,Rural,3,53.31
95NN23S2,Tollymore 2,South Eastern HSCT,SOUTH DOWN,SOUTH DOWN,DOWN,TOLLYMORE,,Rural,4,15.83
95OO01W1,Altmore,Southern HSCT,MID ULSTER,MID ULSTER,DUNGANNON,ALTMORE,,Rural,5,60.57
95OO02W1,Augher,Southern HSCT,FERMANAGH AND SOUTH TYRONE,FERMANAGH AND SOUTH TYRONE,DUNGANNON,AUGHER,,Rural,5,71.83
95OO03W1,Aughnacloy,Southern HSCT,FERMANAGH AND SOUTH TYRONE,FERMANAGH AND SOUTH TYRONE,DUNGANNON,AUGHNACLOY,,Rural,6,70.1
95OO04W1,Ballygawley,Southern HSCT,FERMANAGH AND SOUTH TYRONE,FERMANAGH AND SOUTH TYRONE,DUNGANNON,BALLYGAWLEY,,Rural,6,57.1
95OO05W1,Ballysaggart,Southern HSCT,FERMANAGH AND SOUTH TYRONE,FERMANAGH AND SOUTH TYRONE,DUNGANNON,BALLYSAGGART,,Urban,6,2.55
95OO06W1,Benburb,Southern HSCT,FERMANAGH AND SOUTH TYRONE,FERMANAGH AND SOUTH TYRONE,DUNGANNON,BENBURB,,Rural,6,41.12
95OO07W1,Caledon,Southern HSCT,FERMANAGH AND SOUTH TYRONE,FERMANAGH AND SOUTH TYRONE,DUNGANNON,CALEDON,,Rural,6,80.58
95OO08W1,Castlecaulfield,Southern HSCT,FERMANAGH AND SOUTH TYRONE,FERMANAGH AND SOUTH TYRONE,DUNGANNON,CASTLECAULFIELD,,Rural,6,39.08
95OO09W1,Clogher,Southern HSCT,FERMANAGH AND SOUTH TYRONE,FERMANAGH AND SOUTH TYRONE,DUNGANNON,CLOGHER,,Rural,3,104.55
95OO10W1,Coalisland North,Southern HSCT,MID ULSTER,MID ULSTER,DUNGANNON,COALISLAND NORTH,,Mixed urban/rural,7,11.02
95OO11W1,Coalisland South,Southern HSCT,MID ULSTER,MID ULSTER,DUNGANNON,COALISLAND SOUTH,,Urban,5,4.11
95OO12W1,Coalisland West and Newmills,Southern HSCT,MID ULSTER,MID ULSTER,DUNGANNON,COALISLAND WEST AND NEWMILLS,,Mixed urban/rural,5,9.22
95OO13W1,Coolhill,Southern HSCT,FERMANAGH AND SOUTH TYRONE,FERMANAGH AND SOUTH TYRONE,DUNGANNON,COOLHILL,,Urban,7,2.32
95OO14W1,Donaghmore,Southern HSCT,MID ULSTER,MID ULSTER,DUNGANNON,DONAGHMORE (DUNGANNON),,Rural,5,27.65
95OO15W1,Drumglass,Southern HSCT,FERMANAGH AND SOUTH TYRONE,FERMANAGH AND SOUTH TYRONE,DUNGANNON,DRUMGLASS,,Urban,5,4.72
95OO16W1,Fivemiletown,Southern HSCT,FERMANAGH AND SOUTH TYRONE,FERMANAGH AND SOUTH TYRONE,DUNGANNON,FIVEMILETOWN,,Rural,4,78.34
95OO17W1,Killyman,Southern HSCT,FERMANAGH AND SOUTH TYRONE,FERMANAGH AND SOUTH TYRONE,DUNGANNON,KILLYMAN,,Rural,6,35.21
95OO18W1,Killymeal,Southern HSCT,FERMANAGH AND SOUTH TYRONE,FERMANAGH AND SOUTH TYRONE,DUNGANNON,KILLYMEAL,,Mixed urban/rural,5,6.08
95OO19W1,Moy,Southern HSCT,FERMANAGH AND SOUTH TYRONE,FERMANAGH AND SOUTH TYRONE,DUNGANNON,MOY,,Rural,7,26.59
95OO20W1,Moygashel,Southern HSCT,FERMANAGH AND SOUTH TYRONE,FERMANAGH AND SOUTH TYRONE,DUNGANNON,MOYGASHEL,,Urban,5,6.02
95OO21W1,Mullaghmore,Southern HSCT,FERMANAGH AND SOUTH TYRONE,FERMANAGH AND SOUTH TYRONE,DUNGANNON,MULLAGHMORE,,Urban,5,4.02
95OO22W1,Washing Bay,Southern HSCT,MID ULSTER,MID ULSTER,DUNGANNON,WASHING BAY,,Rural,5,40.83
95PP01W1,Ballinamallard,Western HSCT,FERMANAGH AND SOUTH TYRONE,FERMANAGH AND SOUTH TYRONE,FERMANAGH,BALLINAMALLARD,,Rural,5,44.57
95PP02W1,Belcoo and Garrison,Western HSCT,FERMANAGH AND SOUTH TYRONE,FERMANAGH AND SOUTH TYRONE,FERMANAGH,BELCOO AND GARRISON,,Rural,7,202.78
95PP03W1,Belleek and Boa,Western HSCT,FERMANAGH AND SOUTH TYRONE,FERMANAGH AND SOUTH TYRONE,FERMANAGH,BELLEEK AND BOA,,Rural,6,172.91
95PP04W1,Boho Cleenish and Letterbreen,Western HSCT,FERMANAGH AND SOUTH TYRONE,FERMANAGH AND SOUTH TYRONE,FERMANAGH,BOHO CLEENISH AND LETTERBREEN,,Rural,7,139.98
95PP05W1,Brookeborough,Western HSCT,FERMANAGH AND SOUTH TYRONE,FERMANAGH AND SOUTH TYRONE,FERMANAGH,BROOKEBOROUGH,,Rural,6,122.74
95PP06S1,Castlecoole 1,Western HSCT,FERMANAGH AND SOUTH TYRONE,FERMANAGH AND SOUTH TYRONE,FERMANAGH,CASTLECOOLE,,Urban,5,0.75
95PP06S2,Castlecoole 2,Western HSCT,FERMANAGH AND SOUTH TYRONE,FERMANAGH AND SOUTH TYRONE,FERMANAGH,CASTLECOOLE,,Urban,6,6.07
95PP07W1,Derrygonnelly,Western HSCT,FERMANAGH AND SOUTH TYRONE,FERMANAGH AND SOUTH TYRONE,FERMANAGH,DERRYGONNELLY,,Rural,6,160.78
95PP08W1,Derrylin,Western HSCT,FERMANAGH AND SOUTH TYRONE,FERMANAGH AND SOUTH TYRONE,FERMANAGH,DERRYLIN,,Rural,7,105.63
95PP09W1,Devenish,Western HSCT,FERMANAGH AND SOUTH TYRONE,FERMANAGH AND SOUTH TYRONE,FERMANAGH,DEVENISH,,Urban,6,4.31
95PP10W1,Donagh,Western HSCT,FERMANAGH AND SOUTH TYRONE,FERMANAGH AND SOUTH TYRONE,FERMANAGH,DONAGH,,Rural,6,110.09
95PP11W1,Erne,Western HSCT,FERMANAGH AND SOUTH TYRONE,FERMANAGH AND SOUTH TYRONE,FERMANAGH,ERNE,,Urban,8,6.53
95PP12W1,Florence Court and Kinawley,Western HSCT,FERMANAGH AND SOUTH TYRONE,FERMANAGH AND SOUTH TYRONE,FERMANAGH,FLORENCECOURT AND KINAWLEY,,Rural,6,163.75
95PP13W1,Irvinestown,Western HSCT,FERMANAGH AND SOUTH TYRONE,FERMANAGH AND SOUTH TYRONE,FERMANAGH,IRVINESTOWN,,Rural,7,17.18
95PP14S1,Kesh Ederney and Lack 1,Western HSCT,FERMANAGH AND SOUTH TYRONE,FERMANAGH AND SOUTH TYRONE,FERMANAGH,KESH EDERNEY AND LACK,,Rural,3,55.61
95PP14S2,Kesh Ederney and Lack 2,Western HSCT,FERMANAGH AND SOUTH TYRONE,FERMANAGH AND SOUTH TYRONE,FERMANAGH,KESH EDERNEY AND LACK,,Rural,3,57.07
95PP15W1,Lisbellaw,Western HSCT,FERMANAGH AND SOUTH TYRONE,FERMANAGH AND SOUTH TYRONE,FERMANAGH,LISBELLAW,,Rural,7,52.31
95PP16W1,Lisnarrick,Western HSCT,FERMANAGH AND SOUTH TYRONE,FERMANAGH AND SOUTH TYRONE,FERMANAGH,LISNARRICK,,Rural,5,71.98
