Area of Usual Residence,Area of Workplace,Females
S02001251,S02001262,29
S02001251,S02001263,18
S02001251,S02001264,37
S02001251,S02001265,9
S02001251,S02001266,3
S02001251,S02001267,5
S02001251,S02001268,3
S02001251,S02001269,5
S02001251,S02001270,8
S02001251,S02001272,4
S02001251,S02001273,2
S02001251,S02001275,4
S02001251,S02001276,2
S02001251,S02001277,63
S02001251,S02001278,23
S02001251,S02001279,4
S02001251,S02001281,4
S02001251,S02001282,12
S02001251,S02001283,19
S02001251,S02001284,30
S02001251,S02001286,2
S02001251,S02001287,1
S02001251,S02001289,2
S02001251,S02001291,1
S02001251,S02001292,2
S02001251,S02001294,3
S02001251,S02001295,11
S02001251,S02001296,3
S02001251,S02001298,2
S02001251,S02001299,1
S02001251,S02001300,1
S02001251,S02001301,2
S02001251,S02001303,2
S02001251,S02001304,6
S02001251,S02001305,1
S02001251,S02001306,2
S02001251,S02001307,1
S02001251,S02001308,5
S02001251,S02001309,5
S02001251,S02001310,39
S02001251,S02001311,2
S02001251,S02001312,1
S02001251,S02001313,2
S02001251,S02001315,1
S02001251,S02001321,2
S02001251,S02001326,1
S02001251,S02001336,1
S02001251,S02001342,1
S02001251,S02001357,1
S02001251,S02001358,1
S02001251,S02001651,1
S02001251,S02001725,1
S02001251,S02001932,1
S02001251,S02001998,1
S02001251,S02002087,1
S02001251,S02002324,1
S02001251,S02002453,1
S02001252,England,5
S02001252,OD0000001,83
S02001252,OD0000002,1
S02001252,OD0000003,46
S02001252,OD0000004,1
S02001252,S02001236,2
S02001252,S02001237,9
S02001252,S02001238,18
S02001252,S02001239,56
S02001252,S02001240,19
S02001252,S02001241,2
S02001252,S02001242,13
S02001252,S02001243,23
S02001252,S02001244,12
S02001252,S02001245,80
S02001252,S02001246,1
S02001252,S02001247,77
S02001252,S02001248,9
S02001252,S02001249,123
S02001252,S02001250,69
S02001252,S02001251,38
S02001252,S02001252,13
S02001252,S02001253,10
S02001252,S02001254,9
S02001252,S02001255,1
S02001252,S02001256,85
S02001252,S02001257,10
S02001252,S02001258,10
S02001252,S02001259,14
S02001252,S02001260,8
S02001252,S02001261,70
S02001252,S02001262,14
S02001252,S02001263,11
S02001252,S02001264,25
S02001252,S02001265,14
S02001252,S02001266,1
S02001252,S02001267,3
S02001252,S02001268,2
S02001252,S02001269,2
S02001252,S02001270,12
S02001252,S02001272,1
S02001252,S02001273,5
S02001252,S02001274,1
S02001252,S02001275,2
S02001252,S02001276,2
S02001252,S02001277,42
S02001252,S02001278,16
S02001252,S02001279,5
S02001252,S02001280,1
S02001252,S02001281,3
S02001252,S02001282,9
S02001252,S02001283,7
S02001252,S02001284,12
S02001252,S02001286,2
S02001252,S02001287,1
S02001252,S02001290,2
S02001252,S02001291,3
S02001252,S02001292,4
S02001252,S02001294,1
S02001252,S02001295,12
S02001252,S02001296,4
S02001252,S02001297,4
S02001252,S02001301,2
S02001252,S02001302,1
S02001252,S02001303,4
S02001252,S02001304,1
S02001252,S02001305,1
S02001252,S02001306,1
S02001252,S02001307,3
S02001252,S02001308,5
S02001252,S02001309,5
S02001252,S02001310,19
S02001252,S02001311,1
S02001252,S02001313,4
S02001252,S02001317,1
S02001252,S02001321,2
S02001252,S02001338,1
S02001252,S02001471,1
S02001252,S02001474,1
S02001252,S02001988,1
S02001253,England,2
S02001253,OD0000001,89
S02001253,OD0000002,3
S02001253,OD0000003,53
S02001253,OD0000004,2
S02001253,S02001236,1
S02001253,S02001237,1
S02001253,S02001238,9
S02001253,S02001239,61
S02001253,S02001240,11
S02001253,S02001242,2
S02001253,S02001243,8
S02001253,S02001244,22
S02001253,S02001245,57
S02001253,S02001246,8
S02001253,S02001247,33
S02001253,S02001248,7
S02001253,S02001249,61
S02001253,S02001250,53
S02001253,S02001251,11
S02001253,S02001252,8
S02001253,S02001253,49
S02001253,S02001254,27
S02001253,S02001255,6
S02001253,S02001256,95
S02001253,S02001257,22
S02001253,S02001258,5
S02001253,S02001259,13
S02001253,S02001260,11
S02001253,S02001261,53
S02001253,S02001262,19
S02001253,S02001263,11
S02001253,S02001264,8
S02001253,S02001265,1
S02001253,S02001266,3
S02001253,S02001267,1
S02001253,S02001269,2
S02001253,S02001270,7
S02001253,S02001272,1
S02001253,S02001273,2
S02001253,S02001275,3
S02001253,S02001276,2
S02001253,S02001277,18
S02001253,S02001278,2
S02001253,S02001279,6
S02001253,S02001282,1
S02001253,S02001283,7
S02001253,S02001284,10
S02001253,S02001290,1
S02001253,S02001291,6
S02001253,S02001292,1
S02001253,S02001293,2
S02001253,S02001294,12
S02001253,S02001295,12
S02001253,S02001296,1
S02001253,S02001297,1
S02001253,S02001299,1
S02001253,S02001304,3
S02001253,S02001305,2
S02001253,S02001307,1
S02001253,S02001309,1
S02001253,S02001310,10
S02001253,S02001311,2
S02001253,S02001343,3
S02001253,S02001640,1
S02001253,S02001935,1
S02001253,S02001998,1
S02001253,S02002087,1
S02001254,England,3
S02001254,OD0000001,83
S02001254,OD0000002,1
S02001254,OD0000003,56
S02001254,S02001236,2
S02001254,S02001237,2
S02001254,S02001238,9
S02001254,S02001239,54
S02001254,S02001240,8
S02001254,S02001241,2
S02001254,S02001242,4
S02001254,S02001243,5
S02001254,S02001244,5
S02001254,S02001245,62
S02001254,S02001246,8
S02001254,S02001247,32
S02001254,S02001248,8
S02001254,S02001249,72
S02001254,S02001250,53
S02001254,S02001251,12
S02001254,S02001252,7
S02001254,S02001253,51
S02001254,S02001254,33
S02001254,S02001255,5
S02001254,S02001256,134
S02001254,S02001257,22
S02001254,S02001258,2
S02001254,S02001259,30
S02001254,S02001260,7
S02001254,S02001261,67
S02001254,S02001262,25
S02001254,S02001263,6
S02001254,S02001264,12
S02001254,S02001265,2
S02001254,S02001266,3
S02001254,S02001267,4
S02001254,S02001269,9
S02001254,S02001270,7
S02001254,S02001271,3
S02001254,S02001272,3
S02001254,S02001275,1
S02001254,S02001276,4
S02001254,S02001277,20
S02001254,S02001278,12
S02001254,S02001281,2
S02001254,S02001282,2
S02001254,S02001283,2
S02001254,S02001284,4
S02001254,S02001287,1
S02001254,S02001288,1
S02001254,S02001290,5
S02001254,S02001291,2
S02001254,S02001292,2
S02001254,S02001294,14
S02001254,S02001295,16
S02001254,S02001296,1
S02001254,S02001298,2
S02001254,S02001299,1
S02001254,S02001303,1
S02001254,S02001307,2
S02001254,S02001309,1
S02001254,S02001310,4
S02001254,S02001312,1
S02001254,S02001660,1
S02001254,S02001862,1
S02001254,S02002087,1
S02001254,S02002092,1
S02001255,England,3
S02001255,OD0000001,82
S02001255,OD0000002,4
S02001255,OD0000003,29
S02001255,S02001236,3
S02001255,S02001237,5
S02001255,S02001238,13
S02001255,S02001239,36
S02001255,S02001240,5
S02001255,S02001241,1
S02001255,S02001242,8
S02001255,S02001243,23
S02001255,S02001244,11
S02001255,S02001245,61
S02001255,S02001246,9
S02001255,S02001247,62
S02001255,S02001248,6
S02001255,S02001249,115
S02001255,S02001250,82
S02001255,S02001251,13
S02001255,S02001252,5
S02001255,S02001253,14
S02001255,S02001254,41
S02001255,S02001255,21
S02001255,S02001256,201
S02001255,S02001257,29
S02001255,S02001258,3
S02001255,S02001259,18
S02001255,S02001260,8
S02001255,S02001261,75
S02001255,S02001262,23
S02001255,S02001263,14
S02001255,S02001264,9
S02001255,S02001265,1
S02001255,S02001266,2
S02001255,S02001267,1
S02001255,S02001268,1
S02001255,S02001269,10
S02001255,S02001270,4
S02001255,S02001271,1
S02001255,S02001272,5
S02001255,S02001274,2
S02001255,S02001275,5
S02001255,S02001276,4
S02001255,S02001277,30
S02001255,S02001278,8
S02001255,S02001279,1
S02001255,S02001282,3
S02001255,S02001283,9
S02001255,S02001284,10
S02001255,S02001287,1
S02001255,S02001292,5
S02001255,S02001294,16
S02001255,S02001295,31
S02001255,S02001296,1
S02001255,S02001301,1
S02001255,S02001304,1
S02001255,S02001305,2
S02001255,S02001306,1
S02001255,S02001307,1
S02001255,S02001308,2
S02001255,S02001309,2
S02001255,S02001310,21
S02001255,S02001311,2
S02001255,S02001313,1
S02001255,S02001315,1
S02001255,S02001322,1
S02001255,S02001326,1
S02001255,S02001361,1
S02001255,S02001364,1
S02001255,S02001985,1
S02001255,S02002324,1
S02001255,S02002327,1
S02001256,England,1
S02001256,OD0000001,84
S02001256,OD0000002,3
S02001256,OD0000003,39
S02001256,S02001236,7
S02001256,S02001237,3
S02001256,S02001238,9
S02001256,S02001239,30
S02001256,S02001240,6
S02001256,S02001241,2
S02001256,S02001242,4
S02001256,S02001243,11
S02001256,S02001244,16
S02001256,S02001245,60
S02001256,S02001246,2
S02001256,S02001247,32
S02001256,S02001248,5
S02001256,S02001249,95
S02001256,S02001250,78
S02001256,S02001251,11
S02001256,S02001252,9
S02001256,S02001253,26
S02001256,S02001254,42
S02001256,S02001255,3
S02001256,S02001256,159
S02001256,S02001257,32
S02001256,S02001258,3
S02001256,S02001259,26
S02001256,S02001260,5
S02001256,S02001261,67
S02001256,S02001262,17
S02001256,S02001263,9
S02001256,S02001264,12
S02001256,S02001265,3
S02001256,S02001266,1
S02001256,S02001267,3
S02001256,S02001269,3
S02001256,S02001270,11
S02001256,S02001271,1
S02001256,S02001272,3
S02001256,S02001273,3
S02001256,S02001274,4
S02001256,S02001275,2
S02001256,S02001276,2
S02001256,S02001277,23
S02001256,S02001278,8
S02001256,S02001279,4
S02001256,S02001282,9
S02001256,S02001283,5
S02001256,S02001284,13
S02001256,S02001290,2
S02001256,S02001291,4
S02001256,S02001292,8
S02001256,S02001294,18
S02001256,S02001295,19
S02001256,S02001296,1
S02001256,S02001297,2
S02001256,S02001301,1
S02001256,S02001304,3
S02001256,S02001308,3
S02001256,S02001309,1
S02001256,S02001310,16
S02001256,S02001317,1
S02001256,S02001364,2
S02001256,S02001475,1
S02001256,S02001622,1
S02001256,S02002324,1
S02001256,S02002327,1
S02001257,England,3
S02001257,OD0000001,143
S02001257,OD0000002,7
S02001257,OD0000003,87
S02001257,OD0000004,1
S02001257,S02001236,5
S02001257,S02001237,3
S02001257,S02001238,9
S02001257,S02001239,31
S02001257,S02001240,7
S02001257,S02001241,2
S02001257,S02001242,7
S02001257,S02001243,11
S02001257,S02001244,20
S02001257,S02001245,89
S02001257,S02001246,10
S02001257,S02001247,34
S02001257,S02001248,10
S02001257,S02001249,104
S02001257,S02001250,115
S02001257,S02001251,18
S02001257,S02001252,12
S02001257,S02001253,8
S02001257,S02001254,17
S02001257,S02001255,5
S02001257,S02001256,142
S02001257,S02001257,143
S02001257,S02001258,31
S02001257,S02001259,44
S02001257,S02001260,2
S02001257,S02001261,96
S02001257,S02001262,25
S02001257,S02001263,8
S02001257,S02001264,23
S02001257,S02001265,6
S02001257,S02001266,6
S02001257,S02001267,2
S02001257,S02001268,1
S02001257,S02001269,3
S02001257,S02001270,9
S02001257,S02001272,1
S02001257,S02001273,4
S02001257,S02001274,1
S02001257,S02001275,4
S02001257,S02001276,5
S02001257,S02001277,41
S02001257,S02001278,10
S02001257,S02001279,11
S02001257,S02001281,2
S02001257,S02001282,4
S02001257,S02001283,13
S02001257,S02001284,9
S02001257,S02001291,2
S02001257,S02001292,2
S02001257,S02001294,6
S02001257,S02001295,8
S02001257,S02001297,2
S02001257,S02001298,1
S02001257,S02001299,4
S02001257,S02001303,3
S02001257,S02001304,4
S02001257,S02001308,2
S02001257,S02001309,2
S02001257,S02001310,7
S02001257,S02001311,2
S02001257,S02001312,1
S02001257,S02001315,1
S02001257,S02001317,3
S02001257,S02001326,1
S02001257,S02001327,1
S02001257,S02001333,1
S02001257,S02001334,1
S02001257,S02001336,1
S02001257,S02001341,1
S02001257,S02001447,1
S02001257,S02001468,1
S02001257,S02001828,1
S02001257,S02001988,2
S02001257,S02001998,2
S02001257,S02002001,1
S02001257,S02002279,1
S02001258,OD0000001,93
S02001258,OD0000002,9
S02001258,OD0000003,69
S02001258,OD0000004,2
S02001258,S02001236,2
S02001258,S02001237,1
S02001258,S02001238,3
S02001258,S02001239,30
S02001258,S02001240,1
S02001258,S02001241,1
S02001258,S02001242,7
S02001258,S02001243,5
S02001258,S02001244,15
S02001258,S02001245,41
S02001258,S02001246,11
S02001258,S02001247,13
S02001258,S02001248,9
S02001258,S02001249,65
S02001258,S02001250,85
S02001258,S02001251,14
S02001258,S02001252,4
S02001258,S02001253,8
S02001258,S02001254,11
S02001258,S02001255,5
S02001258,S02001256,129
S02001258,S02001257,113
S02001258,S02001258,54
S02001258,S02001259,32
S02001258,S02001260,7
S02001258,S02001261,77
S02001258,S02001262,14
S02001258,S02001263,9
S02001258,S02001264,18
S02001258,S02001265,5
S02001258,S02001268,2
S02001258,S02001269,7
S02001258,S02001270,2
S02001258,S02001271,3
S02001258,S02001272,1
S02001258,S02001273,1
S02001258,S02001275,2
S02001258,S02001276,4
S02001258,S02001277,18
S02001258,S02001278,8
S02001258,S02001279,5
S02001258,S02001282,5
S02001258,S02001283,4
S02001258,S02001284,8
S02001258,S02001286,1
S02001258,S02001290,1
S02001258,S02001291,2
S02001258,S02001292,2
S02001258,S02001294,1
S02001258,S02001295,8
S02001258,S02001296,1
S02001258,S02001297,2
S02001258,S02001300,1
S02001258,S02001302,2
S02001258,S02001303,2
S02001258,S02001308,2
S02001258,S02001309,2
S02001258,S02001310,9
S02001258,S02001312,1
S02001258,S02001313,1
S02001258,S02001315,1
S02001258,S02001323,1
S02001258,S02001338,1
S02001258,S02001342,1
S02001258,S02001364,1
S02001258,S02001451,1
S02001258,S02001978,1
S02001258,S02001988,2
S02001258,S02002004,1
S02001259,England,2
S02001259,OD0000001,63
S02001259,OD0000002,6
S02001259,OD0000003,27
S02001259,S02001236,5
S02001259,S02001237,1
S02001259,S02001238,6
S02001259,S02001239,40
S02001259,S02001240,1
S02001259,S02001242,2
S02001259,S02001243,12
S02001259,S02001244,6
S02001259,S02001245,33
S02001259,S02001246,10
S02001259,S02001247,27
S02001259,S02001248,6
S02001259,S02001249,76
S02001259,S02001250,66
S02001259,S02001251,7
S02001259,S02001252,2
S02001259,S02001254,1
S02001259,S02001256,33
S02001259,S02001257,12
S02001259,S02001258,3
S02001259,S02001259,45
S02001259,S02001260,19
S02001259,S02001261,56
S02001259,S02001262,14
S02001259,S02001263,13
S02001259,S02001264,79
S02001259,S02001265,15
S02001259,S02001266,2
S02001259,S02001267,5
S02001259,S02001268,2
S02001259,S02001269,2
S02001259,S02001270,4
S02001259,S02001271,1
S02001259,S02001272,2
S02001259,S02001273,2
S02001259,S02001274,2
S02001259,S02001275,3
S02001259,S02001276,1
S02001259,S02001277,28
S02001259,S02001278,12
S02001259,S02001279,5
S02001259,S02001282,8
S02001259,S02001283,12
S02001259,S02001284,13
S02001259,S02001290,1
S02001259,S02001291,2
S02001259,S02001292,1
S02001259,S02001294,2
S02001259,S02001295,10
S02001259,S02001296,5
S02001259,S02001297,1
S02001259,S02001298,1
S02001259,S02001301,2
S02001259,S02001302,1
S02001259,S02001303,2
S02001259,S02001304,1
S02001259,S02001306,5
S02001259,S02001307,1
S02001259,S02001309,2
S02001259,S02001310,14
S02001259,S02001313,2
S02001259,S02001316,3
S02001259,S02001323,1
S02001259,S02001328,1
S02001259,S02001331,3
S02001259,S02001334,1
S02001259,S02001341,1
S02001259,S02001362,1
S02001259,S02001471,1
S02001259,S02002076,1
S02001259,S02002094,1
S02001259,Wales,1
S02001260,England,2
S02001260,OD0000001,89
S02001260,OD0000002,1
S02001260,OD0000003,38
S02001260,S02001236,2
S02001260,S02001237,3
S02001260,S02001238,16
S02001260,S02001239,63
S02001260,S02001240,2
S02001260,S02001242,1
S02001260,S02001243,7
S02001260,S02001244,11
S02001260,S02001245,65
S02001260,S02001246,2
S02001260,S02001247,43
S02001260,S02001248,4
S02001260,S02001249,89
S02001260,S02001250,54
S02001260,S02001251,2
S02001260,S02001252,3
S02001260,S02001253,3
S02001260,S02001254,8
S02001260,S02001255,1
S02001260,S02001256,52
S02001260,S02001257,10
S02001260,S02001258,2
S02001260,S02001259,35
S02001260,S02001260,21
S02001260,S02001261,86
S02001260,S02001262,12
S02001260,S02001263,13
S02001260,S02001264,192
S02001260,S02001265,25
S02001260,S02001266,8
S02001260,S02001267,3
S02001260,S02001268,2
S02001260,S02001269,1
S02001260,S02001270,6
S02001260,S02001271,2
S02001260,S02001272,3
S02001260,S02001273,3
S02001260,S02001274,1
S02001260,S02001275,4
S02001260,S02001276,7
S02001260,S02001277,35
S02001260,S02001278,7
S02001260,S02001279,8
S02001260,S02001280,2
S02001260,S02001281,3
S02001260,S02001282,7
S02001260,S02001283,10
S02001260,S02001284,15
S02001260,S02001286,1
S02001260,S02001287,2
S02001260,S02001292,3
S02001260,S02001295,6
S02001260,S02001296,1
S02001260,S02001299,1
S02001260,S02001301,1
S02001260,S02001304,1
S02001260,S02001306,1
S02001260,S02001307,3
S02001260,S02001309,2
S02001260,S02001310,11
S02001260,S02001311,1
S02001260,S02001312,2
S02001260,S02001313,2
S02001260,S02001315,2
S02001260,S02001316,3
S02001260,S02001319,2
S02001260,S02001321,1
S02001260,S02001323,1
S02001260,S02001326,2
S02001260,S02001331,2
S02001260,S02001334,1
S02001260,S02001336,1
S02001260,S02001338,1
S02001260,S02001342,1
S02001260,S02001347,1
S02001260,S02001356,1
S02001260,S02001448,1
S02001260,S02001670,1
S02001260,S02002087,1
S02001260,S02002279,1
S02001260,S02002453,1
S02001261,England,2
S02001261,OD0000001,181
S02001261,OD0000002,5
S02001261,OD0000003,71
S02001261,S02001236,5
S02001261,S02001237,4
S02001261,S02001238,24
S02001261,S02001239,142
S02001261,S02001240,2
S02001261,S02001241,1
S02001261,S02001242,10
S02001261,S02001243,8
S02001261,S02001244,15
S02001261,S02001245,113
S02001261,S02001246,14
S02001261,S02001247,34
S02001261,S02001248,3
S02001261,S02001249,206
S02001261,S02001250,130
S02001261,S02001251,12
S02001261,S02001252,9
S02001261,S02001253,7
S02001261,S02001254,10
S02001261,S02001255,4
S02001261,S02001256,60
S02001261,S02001257,19
S02001261,S02001258,6
S02001261,S02001259,33
S02001261,S02001260,15
S02001261,S02001261,190
S02001261,S02001262,39
S02001261,S02001263,24
S02001261,S02001264,152
S02001261,S02001265,24
S02001261,S02001266,2
S02001261,S02001267,1
