Area of Usual Residence,Area of Workplace,Males
S02001252,S02001251,32
S02001252,S02001252,19
S02001252,S02001253,1
S02001252,S02001254,20
S02001252,S02001255,5
S02001252,S02001256,188
S02001252,S02001257,12
S02001252,S02001258,5
S02001252,S02001259,35
S02001252,S02001260,7
S02001252,S02001261,44
S02001252,S02001262,12
S02001252,S02001263,17
S02001252,S02001264,20
S02001252,S02001265,4
S02001252,S02001266,5
S02001252,S02001267,4
S02001252,S02001269,7
S02001252,S02001270,7
S02001252,S02001272,4
S02001252,S02001273,3
S02001252,S02001275,2
S02001252,S02001276,4
S02001252,S02001277,104
S02001252,S02001278,13
S02001252,S02001279,2
S02001252,S02001280,1
S02001252,S02001281,2
S02001252,S02001282,14
S02001252,S02001283,16
S02001252,S02001284,22
S02001252,S02001286,1
S02001252,S02001287,2
S02001252,S02001290,3
S02001252,S02001291,2
S02001252,S02001292,2
S02001252,S02001294,1
S02001252,S02001295,26
S02001252,S02001296,10
S02001252,S02001297,2
S02001252,S02001298,2
S02001252,S02001303,4
S02001252,S02001304,2
S02001252,S02001305,1
S02001252,S02001306,1
S02001252,S02001307,3
S02001252,S02001308,8
S02001252,S02001309,2
S02001252,S02001310,57
S02001252,S02001311,3
S02001252,S02001312,4
S02001252,S02001314,1
S02001252,S02001315,1
S02001252,S02001317,1
S02001252,S02001321,1
S02001252,S02001343,1
S02001252,S02001351,1
S02001252,S02001366,1
S02001252,S02001446,1
S02001252,S02001449,1
S02001252,S02001837,1
S02001252,S02001906,1
S02001252,S02001988,1
S02001252,S02001998,3
S02001252,S02002075,1
S02001252,S02002098,1
S02001252,S02002284,1
S02001252,S02002327,1
S02001253,England,1
S02001253,OD0000001,84
S02001253,OD0000002,53
S02001253,OD0000003,119
S02001253,OD0000004,4
S02001253,S02001237,2
S02001253,S02001238,5
S02001253,S02001239,31
S02001253,S02001240,2
S02001253,S02001242,5
S02001253,S02001243,7
S02001253,S02001244,5
S02001253,S02001245,12
S02001253,S02001246,4
S02001253,S02001247,25
S02001253,S02001248,4
S02001253,S02001249,35
S02001253,S02001250,44
S02001253,S02001251,6
S02001253,S02001252,5
S02001253,S02001253,15
S02001253,S02001254,35
S02001253,S02001255,3
S02001253,S02001256,160
S02001253,S02001257,21
S02001253,S02001258,6
S02001253,S02001259,37
S02001253,S02001260,13
S02001253,S02001261,43
S02001253,S02001262,11
S02001253,S02001263,22
S02001253,S02001264,16
S02001253,S02001265,5
S02001253,S02001266,1
S02001253,S02001267,4
S02001253,S02001268,1
S02001253,S02001269,2
S02001253,S02001270,10
S02001253,S02001271,3
S02001253,S02001273,4
S02001253,S02001275,4
S02001253,S02001276,5
S02001253,S02001277,58
S02001253,S02001278,13
S02001253,S02001279,1
S02001253,S02001282,3
S02001253,S02001283,13
S02001253,S02001284,9
S02001253,S02001291,1
S02001253,S02001292,2
S02001253,S02001293,2
S02001253,S02001294,3
S02001253,S02001295,37
S02001253,S02001296,4
S02001253,S02001297,2
S02001253,S02001303,1
S02001253,S02001304,3
S02001253,S02001307,2
S02001253,S02001309,4
S02001253,S02001310,15
S02001253,S02001311,4
S02001253,S02001312,1
S02001253,S02001315,2
S02001253,S02001334,2
S02001253,S02001337,1
S02001253,S02001343,2
S02001253,S02001368,1
S02001253,S02001727,1
S02001253,S02001838,1
S02001253,S02002029,1
S02001253,S02002231,1
S02001253,S02002327,1
S02001254,England,1
S02001254,OD0000001,70
S02001254,OD0000002,46
S02001254,OD0000003,153
S02001254,OD0000004,18
S02001254,S02001238,9
S02001254,S02001239,20
S02001254,S02001240,1
S02001254,S02001241,2
S02001254,S02001243,11
S02001254,S02001244,2
S02001254,S02001245,17
S02001254,S02001246,1
S02001254,S02001247,15
S02001254,S02001248,2
S02001254,S02001249,40
S02001254,S02001250,54
S02001254,S02001251,8
S02001254,S02001252,7
S02001254,S02001253,7
S02001254,S02001254,41
S02001254,S02001255,1
S02001254,S02001256,170
S02001254,S02001257,18
S02001254,S02001258,3
S02001254,S02001259,25
S02001254,S02001260,4
S02001254,S02001261,37
S02001254,S02001262,14
S02001254,S02001263,20
S02001254,S02001264,8
S02001254,S02001265,1
S02001254,S02001266,6
S02001254,S02001267,2
S02001254,S02001268,4
S02001254,S02001269,6
S02001254,S02001270,13
S02001254,S02001271,2
S02001254,S02001273,3
S02001254,S02001274,1
S02001254,S02001275,2
S02001254,S02001276,3
S02001254,S02001277,51
S02001254,S02001278,21
S02001254,S02001281,1
S02001254,S02001282,1
S02001254,S02001283,8
S02001254,S02001284,11
S02001254,S02001287,2
S02001254,S02001288,1
S02001254,S02001290,3
S02001254,S02001291,2
S02001254,S02001294,3
S02001254,S02001295,58
S02001254,S02001296,3
S02001254,S02001297,3
S02001254,S02001298,3
S02001254,S02001301,2
S02001254,S02001303,1
S02001254,S02001304,1
S02001254,S02001305,3
S02001254,S02001306,3
S02001254,S02001307,2
S02001254,S02001310,10
S02001254,S02001311,1
S02001254,S02001312,1
S02001254,S02001313,2
S02001254,S02001317,1
S02001254,S02001334,1
S02001254,S02001359,1
S02001254,S02001649,1
S02001254,S02001890,1
S02001254,S02002258,1
S02001255,England,3
S02001255,OD0000001,76
S02001255,OD0000002,83
S02001255,OD0000003,155
S02001255,OD0000004,20
S02001255,S02001236,1
S02001255,S02001238,2
S02001255,S02001239,9
S02001255,S02001240,3
S02001255,S02001241,1
S02001255,S02001242,3
S02001255,S02001243,13
S02001255,S02001244,6
S02001255,S02001245,22
S02001255,S02001246,3
S02001255,S02001247,29
S02001255,S02001248,6
S02001255,S02001249,52
S02001255,S02001250,66
S02001255,S02001251,4
S02001255,S02001252,9
S02001255,S02001253,14
S02001255,S02001254,49
S02001255,S02001255,11
S02001255,S02001256,274
S02001255,S02001257,27
S02001255,S02001258,7
S02001255,S02001259,30
S02001255,S02001260,1
S02001255,S02001261,42
S02001255,S02001262,5
S02001255,S02001263,18
S02001255,S02001264,9
S02001255,S02001265,1
S02001255,S02001266,3
S02001255,S02001267,2
S02001255,S02001268,3
S02001255,S02001269,3
S02001255,S02001270,8
S02001255,S02001271,2
S02001255,S02001275,3
S02001255,S02001276,4
S02001255,S02001277,78
S02001255,S02001278,23
S02001255,S02001279,1
S02001255,S02001282,6
S02001255,S02001283,10
S02001255,S02001284,17
S02001255,S02001290,2
S02001255,S02001291,5
S02001255,S02001292,2
S02001255,S02001293,1
S02001255,S02001294,6
S02001255,S02001295,58
S02001255,S02001296,3
S02001255,S02001297,2
S02001255,S02001301,1
S02001255,S02001302,1
S02001255,S02001305,4
S02001255,S02001306,1
S02001255,S02001307,5
S02001255,S02001308,1
S02001255,S02001310,24
S02001255,S02001311,1
S02001255,S02001312,1
S02001255,S02001313,1
S02001255,S02001315,1
S02001255,S02001316,1
S02001255,S02001317,1
S02001255,S02001319,1
S02001255,S02001336,2
S02001255,S02001340,1
S02001255,S02001359,2
S02001255,S02001838,1
S02001255,S02002324,1
S02001256,England,1
S02001256,OD0000001,58
S02001256,OD0000002,69
S02001256,OD0000003,137
S02001256,OD0000004,13
S02001256,S02001236,1
S02001256,S02001237,1
S02001256,S02001238,4
S02001256,S02001239,12
S02001256,S02001240,3
S02001256,S02001242,7
S02001256,S02001243,5
S02001256,S02001244,2
S02001256,S02001245,17
S02001256,S02001246,2
S02001256,S02001247,10
S02001256,S02001248,3
S02001256,S02001249,50
S02001256,S02001250,57
S02001256,S02001251,7
S02001256,S02001252,9
S02001256,S02001253,10
S02001256,S02001254,53
S02001256,S02001255,3
S02001256,S02001256,245
S02001256,S02001257,36
S02001256,S02001258,5
S02001256,S02001259,26
S02001256,S02001260,4
S02001256,S02001261,36
S02001256,S02001262,7
S02001256,S02001263,22
S02001256,S02001264,14
S02001256,S02001265,3
S02001256,S02001266,1
S02001256,S02001267,1
S02001256,S02001268,2
S02001256,S02001269,5
S02001256,S02001270,8
S02001256,S02001272,2
S02001256,S02001273,1
S02001256,S02001275,3
S02001256,S02001276,6
S02001256,S02001277,56
S02001256,S02001278,9
S02001256,S02001279,2
S02001256,S02001280,1
S02001256,S02001281,1
S02001256,S02001282,7
S02001256,S02001283,10
S02001256,S02001284,17
S02001256,S02001289,2
S02001256,S02001290,3
S02001256,S02001291,4
S02001256,S02001294,7
S02001256,S02001295,54
S02001256,S02001296,1
S02001256,S02001297,3
S02001256,S02001299,1
S02001256,S02001302,1
S02001256,S02001303,3
S02001256,S02001304,1
S02001256,S02001305,1
S02001256,S02001306,1
S02001256,S02001307,2
S02001256,S02001308,1
S02001256,S02001310,20
S02001256,S02001311,2
S02001256,S02001312,1
S02001256,S02001313,2
S02001256,S02001316,1
S02001256,S02001317,2
S02001256,S02001319,1
S02001256,S02001333,1
S02001256,S02001334,1
S02001256,S02001356,1
S02001256,S02001463,1
S02001256,S02001509,1
S02001256,S02001978,2
S02001256,S02001998,1
S02001256,S02002323,1
S02001257,England,3
S02001257,OD0000001,122
S02001257,OD0000002,71
S02001257,OD0000003,187
S02001257,OD0000004,8
S02001257,S02001236,1
S02001257,S02001238,9
S02001257,S02001239,21
S02001257,S02001241,1
S02001257,S02001242,4
S02001257,S02001243,10
S02001257,S02001244,6
S02001257,S02001245,22
S02001257,S02001246,1
S02001257,S02001247,31
S02001257,S02001248,5
S02001257,S02001249,75
S02001257,S02001250,140
S02001257,S02001251,8
S02001257,S02001252,5
S02001257,S02001253,1
S02001257,S02001254,47
S02001257,S02001255,3
S02001257,S02001256,264
S02001257,S02001257,106
S02001257,S02001258,19
S02001257,S02001259,50
S02001257,S02001260,12
S02001257,S02001261,62
S02001257,S02001262,8
S02001257,S02001263,28
S02001257,S02001264,25
S02001257,S02001265,9
S02001257,S02001266,5
S02001257,S02001267,5
S02001257,S02001268,2
S02001257,S02001269,5
S02001257,S02001270,23
S02001257,S02001272,2
S02001257,S02001273,4
S02001257,S02001275,5
S02001257,S02001276,9
S02001257,S02001277,96
S02001257,S02001278,20
S02001257,S02001279,8
S02001257,S02001281,2
S02001257,S02001282,13
S02001257,S02001283,34
S02001257,S02001284,21
S02001257,S02001289,1
S02001257,S02001290,1
S02001257,S02001292,1
S02001257,S02001294,7
S02001257,S02001295,60
S02001257,S02001296,4
S02001257,S02001297,2
S02001257,S02001299,2
S02001257,S02001302,1
S02001257,S02001303,4
S02001257,S02001305,1
S02001257,S02001306,4
S02001257,S02001307,2
S02001257,S02001308,5
S02001257,S02001309,2
S02001257,S02001310,17
S02001257,S02001312,6
S02001257,S02001313,1
S02001257,S02001315,2
S02001257,S02001317,7
S02001257,S02001318,1
S02001257,S02001334,3
S02001257,S02001336,4
S02001257,S02001338,1
S02001257,S02001340,1
S02001257,S02001341,2
S02001257,S02001448,1
S02001257,S02001983,1
S02001257,S02001994,1
S02001257,S02002086,1
S02001257,S02002279,1
S02001257,S02002340,1
S02001258,England,3
S02001258,OD0000001,98
S02001258,OD0000002,28
S02001258,OD0000003,126
S02001258,OD0000004,5
S02001258,S02001236,1
S02001258,S02001238,3
S02001258,S02001239,13
S02001258,S02001240,2
S02001258,S02001242,3
S02001258,S02001243,7
S02001258,S02001244,4
S02001258,S02001245,17
S02001258,S02001246,1
S02001258,S02001247,4
S02001258,S02001248,1
S02001258,S02001249,32
S02001258,S02001250,72
S02001258,S02001251,2
S02001258,S02001252,8
S02001258,S02001253,1
S02001258,S02001254,37
S02001258,S02001255,4
S02001258,S02001256,180
S02001258,S02001257,59
S02001258,S02001258,15
S02001258,S02001259,44
S02001258,S02001260,8
S02001258,S02001261,51
S02001258,S02001262,9
S02001258,S02001263,28
S02001258,S02001264,11
S02001258,S02001265,2
S02001258,S02001266,3
S02001258,S02001267,2
S02001258,S02001268,1
S02001258,S02001269,3
S02001258,S02001270,9
S02001258,S02001271,1
S02001258,S02001272,1
S02001258,S02001273,1
S02001258,S02001275,4
S02001258,S02001276,3
S02001258,S02001277,48
S02001258,S02001278,8
S02001258,S02001281,2
S02001258,S02001282,6
S02001258,S02001283,13
S02001258,S02001284,22
S02001258,S02001286,1
S02001258,S02001289,3
S02001258,S02001290,1
S02001258,S02001292,1
S02001258,S02001295,52
S02001258,S02001296,3
S02001258,S02001297,2
S02001258,S02001298,2
S02001258,S02001299,1
S02001258,S02001303,3
S02001258,S02001305,1
S02001258,S02001306,1
S02001258,S02001307,1
S02001258,S02001308,1
S02001258,S02001310,9
S02001258,S02001311,1
S02001258,S02001312,3
S02001258,S02001313,2
S02001258,S02001315,3
S02001258,S02001317,1
S02001258,S02001328,3
S02001258,S02001333,1
S02001258,S02001336,1
S02001258,S02001448,1
S02001258,S02001758,1
S02001258,S02001978,1
S02001259,England,5
S02001259,OD0000001,104
S02001259,OD0000002,51
S02001259,OD0000003,86
S02001259,OD0000004,7
S02001259,S02001236,2
S02001259,S02001238,5
S02001259,S02001239,20
S02001259,S02001240,1
S02001259,S02001242,2
S02001259,S02001243,10
S02001259,S02001244,8
S02001259,S02001245,20
S02001259,S02001246,3
S02001259,S02001247,21
S02001259,S02001248,1
S02001259,S02001249,95
S02001259,S02001250,66
S02001259,S02001251,11
S02001259,S02001252,1
S02001259,S02001254,17
S02001259,S02001255,1
S02001259,S02001256,73
S02001259,S02001257,11
S02001259,S02001258,4
S02001259,S02001259,38
S02001259,S02001260,19
S02001259,S02001261,52
S02001259,S02001262,11
S02001259,S02001263,24
S02001259,S02001264,50
S02001259,S02001265,9
S02001259,S02001266,1
S02001259,S02001267,4
S02001259,S02001268,1
S02001259,S02001269,1
S02001259,S02001270,7
S02001259,S02001272,3
S02001259,S02001273,3
S02001259,S02001275,1
S02001259,S02001276,1
S02001259,S02001277,61
S02001259,S02001278,25
S02001259,S02001279,2
S02001259,S02001281,1
S02001259,S02001282,11
S02001259,S02001283,14
S02001259,S02001284,25
S02001259,S02001285,2
S02001259,S02001290,1
S02001259,S02001291,1
S02001259,S02001292,2
S02001259,S02001294,1
S02001259,S02001295,18
S02001259,S02001296,4
S02001259,S02001301,1
S02001259,S02001302,1
S02001259,S02001304,1
S02001259,S02001305,1
S02001259,S02001306,5
S02001259,S02001308,5
S02001259,S02001309,3
S02001259,S02001310,31
S02001259,S02001312,3
S02001259,S02001313,3
S02001259,S02001315,3
S02001259,S02001316,4
S02001259,S02001317,3
S02001259,S02001336,1
S02001259,S02001338,3
S02001259,S02001343,3
S02001259,S02001448,1
S02001259,S02001682,2
S02001259,S02001932,1
S02001260,England,5
S02001260,OD0000001,62
S02001260,OD0000002,57
S02001260,OD0000003,115
S02001260,OD0000004,6
